gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,InactiveDays,SubscriptionType,Churn,charge_per_tenure,service_count,is_high_value,contract_risk_score,payment_risk_score,engagement_score,tenure_band,charge_band,total_charge_ratio,has_streaming,has_security,churn_probability,churn_label,risk_score,risk_category,cluster_id,segment,top_action
0,0,0,0,16,1,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,1,Bank transfer (automatic),89.58,1424.19,22,Premium,0,5.2694117647058825,3,1,1,0,19.0,1,3,0.9936579035498996,1,1,0.2888,No Churn,11,Low,0,Loyal,No action required.
0,0,1,0,25,1,Yes,DSL,No,No,No,No,Yes,No,Two year,1,Bank transfer (automatic),60.82,1511.8,17,Standard,0,2.3392307692307694,2,0,0,0,11.5,2,1,0.994278197961197,1,0,0.1624,No Churn,3,Low,3,Premium,No action required.
0,0,1,1,35,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),32.78,1573.92,36,Basic,1,0.9105555555555556,1,0,2,0,0.0,2,0,1.3718469450013075,0,0,0.5861,Churn,70,Medium,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,1,0,0,43,1,No,Fiber optic,No,No,No,Yes,No,Yes,One year,0,Credit card (automatic),87.47,3765.45,10,Premium,0,1.9879545454545455,2,1,1,0,15.0,2,3,1.0011272968007636,1,1,0.2132,No Churn,5,Low,0,Loyal,No action required.
0,0,1,0,16,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,1,Mailed check,54.72,899.42,55,Standard,1,3.2188235294117646,1,0,2,2,0.0,1,1,1.027298062865497,1,0,0.6386,Churn,80,Medium,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,0,0,9,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Mailed check,95.8,862.64,32,Premium,0,9.58,3,1,2,2,14.0,1,3,1.0005103224309906,1,0,0.6071,Churn,74,Medium,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,0,0,20,1,Yes,Fiber optic,No,No,No,No,No,Yes,One year,1,Bank transfer (automatic),88.26,1771.96,24,Premium,1,4.202857142857143,2,1,1,0,8.0,1,3,1.0038295943802402,1,0,0.2954,No Churn,11,Low,0,Loyal,No action required.
0,1,1,0,35,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.94,752.68,17,Basic,0,0.5816666666666667,0,0,1,0,0.0,2,0,1.0269886751262107,0,0,0.1454,No Churn,3,Low,3,Premium,No action required.
1,0,0,0,18,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,1,Electronic check,94.46,1742.77,28,Premium,0,4.971578947368421,3,1,1,3,16.0,1,3,1.0249900016467877,1,0,0.4337,No Churn,34,Medium,0,Loyal,Apply a 15 % loyalty discount for the next 3 billing cycles. Bundle with complimentary device protection to increase perceived value.
1,0,0,1,33,1,Yes,DSL,Yes,No,No,No,Yes,No,Two year,0,Mailed check,68.18,2297.53,28,Standard,0,2.005294117647059,3,0,0,2,16.0,2,2,1.021151675155782,1,1,0.1161,No Churn,2,Low,0,Loyal,No action required.
0,0,0,0,6,1,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,1,Electronic check,79.55,520.65,71,Standard,1,11.364285714285714,5,1,2,3,14.5,0,2,1.090823381521056,1,1,0.7662,Churn,93,High,2,Inactive,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
1,1,0,1,4,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),77.7,304.5,54,Standard,1,15.540000000000001,1,1,2,0,0.0,0,2,0.9797297297297297,1,0,0.7075,Churn,89,High,2,Inactive,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
1,1,0,1,35,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,32.23,1138.54,59,Basic,0,0.8952777777777777,1,0,2,3,0.0,2,0,1.0092992331900181,0,0,0.708,Churn,89,High,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,0,0,40,1,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,0,Bank transfer (automatic),88.6,3552.64,7,Premium,0,2.1609756097560973,3,1,0,0,26.5,2,3,1.0024379232505642,1,1,0.2027,No Churn,5,Low,0,Loyal,No action required.
0,0,0,1,30,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),21.44,633.29,26,Basic,0,0.6916129032258065,0,0,2,0,0.0,2,0,0.9845926616915421,0,0,0.5801,Churn,69,Medium,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,0,0,33,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,0,Credit card (automatic),50.19,1670.8,65,Standard,0,1.4761764705882352,1,0,2,0,0.0,2,1,1.0087727242538957,1,0,0.5899,Churn,71,Medium,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,0,0,38,0,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,1,Mailed check,79.0,3012.23,0,Standard,0,2.0256410256410255,1,1,1,2,10.0,2,2,1.0034077281812126,0,1,0.2473,No Churn,7,Low,3,Premium,No action required.
0,0,0,1,31,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),18.19,571.48,59,Basic,1,0.5684375,0,0,2,0,0.0,2,0,1.013460071999858,0,0,0.6352,Churn,79,Medium,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,1,0,34,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,0,Bank transfer (automatic),96.29,3310.29,3,Premium,1,2.7511428571428573,4,1,1,0,38.5,2,3,1.0111275375245123,1,1,0.1772,No Churn,4,Low,0,Loyal,No action required.
1,0,0,0,53,1,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,0,Electronic check,87.85,4671.75,29,Premium,1,1.6268518518518518,2,1,0,3,5.5,3,3,1.0033719569162705,0,1,0.4043,No Churn,28,Medium,3,Premium,Apply a 15 % loyalty discount for the next 3 billing cycles. Bundle with complimentary device protection to increase perceived value.
0,1,1,0,30,1,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,1,Mailed check,68.77,2101.78,78,Standard,1,2.2183870967741934,4,0,2,2,1.0,2,2,1.0187484852891282,1,1,0.6303,Churn,79,Medium,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,1,0,24,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,18.0,422.66,34,Basic,0,0.72,0,0,2,2,0.0,1,0,0.9783796296296297,0,0,0.4834,No Churn,46,Medium,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,1,0,49,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,21.5,1077.74,1,Basic,1,0.43,0,0,0,3,0.0,3,0,1.0230090175605127,0,0,0.2223,No Churn,6,Low,3,Premium,No action required.
0,0,1,0,16,1,No,Fiber optic,No,No,Yes,No,No,Yes,One year,0,Mailed check,81.34,1327.21,13,Premium,0,4.784705882352942,2,1,1,2,13.5,1,2,1.0198011433489058,1,0,0.214,No Churn,5,Low,0,Loyal,No action required.
1,0,0,0,10,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,33.65,381.85,14,Basic,1,3.059090909090909,1,0,2,3,3.0,1,0,1.1347696879643387,0,0,0.703,Churn,88,High,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,1,1,50,1,No,DSL,Yes,No,No,No,No,No,Two year,1,Credit card (automatic),51.31,2604.89,5,Standard,0,1.006078431372549,1,0,0,0,7.5,3,1,1.0153537322159423,0,1,0.1628,No Churn,3,Low,3,Premium,No action required.
1,1,0,0,33,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,80.39,2700.75,70,Premium,1,2.364411764705882,1,1,2,2,0.0,2,2,1.018048377794615,0,0,0.7712,Churn,94,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,0,1,54,1,No,DSL,Yes,No,No,No,No,No,One year,1,Electronic check,52.57,2871.6,19,Standard,0,0.9558181818181818,1,0,1,3,0.5,3,1,1.0115613045040475,0,1,0.3409,No Churn,17,Low,3,Premium,Offer a 'Entertainment Bundle' trial: 2 months of Streaming TV + Movies at 50 % off. Personalise with genre preferences from browsing history.
0,0,1,1,39,1,No,DSL,No,No,Yes,No,No,No,One year,0,Bank transfer (automatic),54.99,2188.38,10,Standard,0,1.3747500000000001,1,0,1,0,5.0,2,1,1.0204093051883558,0,0,0.1416,No Churn,3,Low,3,Premium,No action required.
0,0,1,1,15,1,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),97.2,1496.11,77,Premium,0,6.075,4,1,2,0,1.5,1,3,1.0261385459533607,1,1,0.7654,Churn,93,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,0,0,36,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,1,Credit card (automatic),94.2,3381.49,6,Premium,1,2.545945945945946,3,1,0,0,27.0,2,3,0.9971367067704646,0,0,0.243,No Churn,7,Low,0,Loyal,No action required.
1,1,0,0,26,1,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,0,Credit card (automatic),85.21,2208.2,23,Premium,0,3.1559259259259256,3,1,2,0,18.5,2,3,0.9967230281747356,1,1,0.6028,Churn,74,Medium,0,Loyal,"Enrol in Senior Care tier: priority call routing, simplified billing PDF, and a dedicated account manager for all service queries."
0,0,1,0,62,1,No,Fiber optic,No,No,No,No,Yes,No,Two year,1,Credit card (automatic),79.16,4932.25,18,Standard,0,1.2565079365079364,1,1,0,0,1.0,3,2,1.0049572935174167,1,0,0.256,No Churn,8,Low,3,Premium,No action required.
0,0,1,0,68,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,0,Mailed check,91.44,6264.34,17,Premium,0,1.325217391304348,3,1,0,2,21.5,3,3,1.0074655190160053,1,0,0.1926,No Churn,4,Low,0,Loyal,No action required.
1,0,1,0,44,1,No,Fiber optic,No,No,No,Yes,No,No,Two year,0,Mailed check,78.76,3458.13,1,Standard,0,1.7502222222222223,1,1,0,2,9.5,2,2,0.9978905997506811,0,1,0.1688,No Churn,4,Low,3,Premium,No action required.
0,0,1,0,24,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,0,Mailed check,89.88,2190.07,46,Premium,1,3.5951999999999997,3,1,2,2,7.0,1,3,1.0152749962913517,0,0,0.6426,Churn,81,Medium,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,1,0,6,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),102.0,632.29,56,Premium,0,14.571428571428571,4,1,2,0,12.0,0,3,1.0331535947712418,1,0,0.7223,Churn,90,High,2,Inactive,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
0,1,0,0,29,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,78.72,2301.2,48,Standard,1,2.624,1,1,2,3,0.0,2,2,1.0080249509391643,0,0,0.8452,Churn,97,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,1,1,16,0,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Mailed check,92.52,1526.45,9,Premium,1,5.442352941176471,3,1,2,2,25.5,1,3,1.0311621811500218,1,0,0.6597,Churn,83,High,0,Loyal,Apply a 15 % loyalty discount for the next 3 billing cycles. Bundle with complimentary device protection to increase perceived value.
1,1,1,0,33,1,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,0,Electronic check,83.27,2747.05,23,Premium,1,2.4491176470588236,2,1,2,3,8.5,2,2,0.999687034873777,0,1,0.785,Churn,95,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,0,0,55,1,No,Fiber optic,No,No,No,Yes,No,Yes,One year,0,Credit card (automatic),81.63,4532.13,14,Premium,0,1.4576785714285714,2,1,1,0,13.0,3,2,1.0094617620527213,1,1,0.2193,No Churn,6,Low,3,Premium,No action required.
1,0,0,0,28,0,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,0,Electronic check,85.15,2392.87,80,Premium,1,2.9362068965517243,2,1,2,3,0.0,2,3,1.0036364398959816,1,0,0.861,Churn,97,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,1,1,1,71,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),24.38,1730.86,17,Basic,1,0.3386111111111111,0,0,0,0,0.0,3,0,0.9999306751088978,0,0,0.1672,No Churn,3,Low,3,Premium,No action required.
1,0,0,0,32,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Credit card (automatic),84.33,1573.92,6,Premium,0,2.555454545454545,2,1,2,0,17.0,2,2,0.5832443970117396,0,0,0.5578,Churn,64,Medium,0,Loyal,Apply a 15 % loyalty discount for the next 3 billing cycles. Bundle with complimentary device protection to increase perceived value.
1,0,0,0,1,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,98.28,112.14,17,Premium,0,49.14,4,1,2,3,31.5,0,3,1.141025641025641,1,1,0.7919,Churn,95,High,0,Loyal,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
0,1,1,1,55,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),18.4,1018.27,4,Basic,0,0.32857142857142857,0,0,1,0,0.0,3,0,1.006195652173913,0,0,0.1574,No Churn,3,Low,3,Premium,No action required.
1,0,1,0,27,1,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,1,Mailed check,84.25,2322.73,70,Premium,1,3.0089285714285716,2,1,2,2,0.0,2,2,1.021092427739312,0,1,0.7737,Churn,94,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,1,0,0,21,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,23.78,497.75,21,Basic,0,1.080909090909091,0,0,1,2,0.0,1,0,0.9967359525812007,0,0,0.1323,No Churn,2,Low,3,Premium,No action required.
1,0,0,0,52,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,0,Electronic check,104.71,5445.7,27,Premium,0,1.9756603773584904,5,1,1,3,36.5,3,3,1.0001432527934295,1,1,0.3586,No Churn,20,Medium,0,Loyal,Apply a 15 % loyalty discount for the next 3 billing cycles. Bundle with complimentary device protection to increase perceived value.
1,1,0,0,29,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),18.1,567.03,16,Basic,0,0.6033333333333334,0,0,1,0,0.0,2,0,1.0802629072204226,0,0,0.126,No Churn,2,Low,3,Premium,No action required.
0,0,1,0,37,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Mailed check,92.87,3434.16,20,Premium,0,2.443947368421053,3,1,1,2,20.0,2,3,0.9994092294081526,1,0,0.2511,No Churn,8,Low,0,Loyal,No action required.
0,0,0,0,31,1,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,0,Bank transfer (automatic),94.53,2950.46,6,Premium,1,2.9540625,3,1,0,0,27.0,2,3,1.006835174360077,1,1,0.2018,No Churn,5,Low,0,Loyal,No action required.
0,1,1,0,41,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.15,848.91,11,Basic,0,0.4797619047619047,0,0,0,0,0.0,2,0,1.0275494764873208,0,0,0.1663,No Churn,3,Low,3,Premium,No action required.
1,0,0,1,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,18.44,35.89,26,Basic,1,6.146666666666667,0,0,2,2,0.0,0,0,0.9731561822125813,0,0,0.476,No Churn,44,Medium,1,Risky,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
0,0,0,0,3,1,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,75.82,258.34,56,Standard,0,18.955,3,1,2,3,2.0,0,2,1.1357601336498726,1,0,0.7647,Churn,93,High,2,Inactive,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
1,0,1,0,34,1,No,DSL,No,Yes,No,No,No,Yes,Two year,0,Electronic check,59.55,2071.46,22,Standard,0,1.7014285714285713,2,0,0,3,9.0,2,1,1.0230947794735024,1,0,0.2379,No Churn,7,Low,3,Premium,No action required.
0,0,1,1,14,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,78.93,1115.66,67,Standard,0,5.2620000000000005,1,1,2,3,0.0,1,2,1.0096287849993666,1,0,0.8209,Churn,96,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,1,0,1,15,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),91.56,1396.76,32,Premium,0,5.7225,4,1,2,0,24.0,1,3,1.0170088830639288,1,1,0.6767,Churn,85,High,0,Loyal,"Enrol in Senior Care tier: priority call routing, simplified billing PDF, and a dedicated account manager for all service queries."
1,0,0,1,27,1,Yes,DSL,No,No,No,No,No,No,One year,1,Mailed check,58.23,1609.9,20,Standard,0,2.079642857142857,1,0,1,2,0.0,2,1,1.0239726245221696,0,0,0.1678,No Churn,3,Low,3,Premium,No action required.
1,0,1,0,13,1,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),67.69,881.11,64,Standard,1,4.835,2,0,2,0,0.0,1,2,1.0012954987101832,1,0,0.6165,Churn,76,Medium,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,0,0,35,1,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),87.06,3058.77,63,Premium,0,2.4183333333333334,2,1,2,0,0.0,2,3,1.003829871024909,1,1,0.7547,Churn,93,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,1,1,0,57,1,No,Fiber optic,No,Yes,No,Yes,No,No,One year,0,Mailed check,84.14,4808.52,10,Premium,0,1.4506896551724138,2,1,1,2,15.0,3,2,1.0026146898027097,0,1,0.2053,No Churn,5,Low,3,Premium,No action required.
0,1,1,1,22,0,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,49.38,1086.02,10,Basic,1,2.1469565217391304,1,0,2,2,5.0,1,1,0.9996870282410986,0,0,0.551,Churn,62,Medium,3,Premium,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,1,1,0,31,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,0,Credit card (automatic),89.67,2809.72,56,Premium,1,2.8021875,3,1,2,0,2.0,2,3,1.0107742726916256,1,1,0.6817,Churn,86,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,0,1,26,1,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,1,Bank transfer (automatic),81.74,1573.92,23,Premium,0,3.027407407407407,5,1,0,0,38.5,2,2,0.7405845927989311,1,1,0.1564,No Churn,3,Low,0,Loyal,No action required.
1,0,1,0,33,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,0,Electronic check,96.47,3202.85,0,Premium,0,2.8373529411764706,4,1,0,3,40.0,2,3,1.006075055520479,1,1,0.2992,No Churn,12,Low,0,Loyal,No action required.
0,0,0,1,16,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),28.1,466.56,18,Basic,0,1.6529411764705884,1,0,1,0,1.0,1,0,1.0377224199288255,0,0,0.1276,No Churn,2,Low,3,Premium,No action required.
1,0,1,0,28,1,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,0,Credit card (automatic),88.3,2482.37,81,Premium,0,3.0448275862068965,3,1,2,0,0.0,2,3,1.004032519009869,1,1,0.7136,Churn,89,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,0,0,21,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),24.55,527.48,38,Basic,1,1.115909090909091,0,0,2,0,0.0,1,0,1.0231403355639608,0,0,0.6068,Churn,74,Medium,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,0,0,62,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.08,1522.81,15,Basic,0,0.3822222222222222,0,0,0,0,0.0,3,0,1.0199938377451507,0,0,0.1594,No Churn,3,Low,3,Premium,No action required.
1,0,1,1,11,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),82.67,939.31,74,Premium,1,6.889166666666667,2,1,2,0,0.0,1,2,1.032923892365044,1,0,0.7858,Churn,95,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,1,1,46,0,No phone service,DSL,No,Yes,No,No,No,No,Two year,0,Bank transfer (automatic),51.29,2391.41,21,Standard,0,1.0912765957446808,1,0,0,0,0.0,2,1,1.0135927844227621,0,0,0.141,No Churn,3,Low,3,Premium,No action required.
0,0,1,0,58,1,No,DSL,No,No,Yes,No,No,No,One year,1,Electronic check,49.37,2889.95,5,Basic,0,0.8367796610169491,1,0,1,3,7.5,3,1,1.0092510459374322,0,0,0.2939,No Churn,11,Low,3,Premium,No action required.
1,0,1,0,30,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),31.99,984.03,89,Basic,1,1.0319354838709678,1,0,2,0,0.0,2,0,1.0253516723976244,0,0,0.6592,Churn,83,High,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,0,0,37,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,0,Electronic check,97.87,3670.68,23,Premium,0,2.5755263157894737,4,1,1,3,28.5,2,3,1.0136667780481001,1,0,0.3448,No Churn,17,Low,0,Loyal,Apply a 15 % loyalty discount for the next 3 billing cycles. Bundle with complimentary device protection to increase perceived value.
1,1,0,0,55,0,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,0,Credit card (automatic),88.74,4894.42,17,Premium,0,1.584642857142857,3,1,0,0,21.5,3,3,1.002811072182269,1,0,0.2203,No Churn,6,Low,0,Loyal,No action required.
0,0,1,0,61,1,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,1,Mailed check,80.3,4903.35,18,Premium,0,1.2951612903225806,4,1,0,2,31.0,3,2,1.0010309699283426,1,0,0.1813,No Churn,4,Low,0,Loyal,No action required.
1,1,0,0,40,1,No,DSL,No,Yes,No,No,No,No,One year,1,Bank transfer (automatic),54.07,2162.84,0,Standard,0,1.318780487804878,1,0,1,0,10.0,2,1,1.0000184945441095,0,0,0.1493,No Churn,3,Low,3,Premium,No action required.
0,0,1,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.27,56.03,88,Basic,1,6.756666666666667,0,0,2,0,0.0,0,0,1.382091761223483,0,0,0.6259,Churn,78,Medium,1,Risky,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
0,0,1,0,32,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.45,670.15,26,Basic,0,0.6196969696969696,0,0,1,0,0.0,2,0,1.024067848410758,0,0,0.1406,No Churn,3,Low,3,Premium,No action required.
1,0,1,0,28,1,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,0,Electronic check,69.61,1946.13,4,Standard,0,2.4003448275862067,4,0,1,3,38.0,2,2,0.9984864654093214,0,1,0.2046,No Churn,5,Low,0,Loyal,No action required.
1,0,1,0,44,1,Yes,Fiber optic,No,No,No,No,No,No,One year,1,Bank transfer (automatic),81.87,3638.63,19,Premium,0,1.8193333333333335,1,1,1,0,0.5,2,2,1.0100908313623593,0,0,0.293,No Churn,11,Low,3,Premium,No action required.
0,0,0,0,8,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,82.3,658.9,39,Premium,1,9.144444444444444,1,1,2,3,0.0,1,2,1.0007594167679221,1,0,0.8261,Churn,96,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,1,1,50,1,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,1,Electronic check,90.38,4514.18,19,Premium,0,1.7721568627450979,3,1,0,3,20.5,3,3,0.9989333923434389,1,1,0.4522,No Churn,38,Medium,0,Loyal,Apply a 15 % loyalty discount for the next 3 billing cycles. Bundle with complimentary device protection to increase perceived value.
0,0,0,1,9,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Mailed check,87.88,1573.92,75,Premium,1,8.788,2,1,2,2,0.0,1,3,1.989986345015931,1,0,0.7821,Churn,94,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,1,1,1,14,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),24.94,383.69,70,Basic,0,1.6626666666666667,0,0,2,0,0.0,1,0,1.09889448963226,0,0,0.6655,Churn,84,High,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,0,0,14,1,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),94.5,1322.37,19,Premium,1,6.3,4,1,2,0,30.5,1,3,0.9995238095238095,1,1,0.6672,Churn,84,High,0,Loyal,Apply a 15 % loyalty discount for the next 3 billing cycles. Bundle with complimentary device protection to increase perceived value.
